Question Report,,,,,
1484,"If I get disconnected from the webinar and reconnect right away (and did not miss any material), do I need to annotate that in the attendance tracker? ",Christian Ramos,'-,"If I get disconnected from the webinar and reconnect right away (and did not miss any material), do I need to annotate that in the attendance tracker? ",Christian Ramos
1484,"If I get disconnected from the webinar and reconnect right away (and did not miss any material), do I need to annotate that in the attendance tracker? ",Christian Ramos,'-,probably not. Absences of over 15 minutes should be noted.,Eian Clair
1485,https://www.osha.gov/,Jeffrey Pace,'-,https://www.osha.gov/,Jeffrey Pace
1486,I’m interested in taking the PMP Exam. How do I access the study material and additional resources through Percipio? I don’t have a resource button option.,MARCEDES JOSEPH,'-,I’m interested in taking the PMP Exam. How do I access the study material and additional resources through Percipio? I don’t have a resource button option.,MARCEDES JOSEPH
1486,I’m interested in taking the PMP Exam. How do I access the study material and additional resources through Percipio? I don’t have a resource button option.,MARCEDES JOSEPH,'-,"Have you tried the following?

Open a new tab in your browser first, and then follow the steps to find resources and then follow these steps.

Step 1. Log into Percipio
Step 2. Select Library > Showcase > Skillsoft Bootcamps
Step 3. Choose Project Management Bootcamps
Step 4. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day Cohort channel
Step 5. Select the Resources tab to the right of the Attend tab in the Bootcamp channel

Even though you are a Percipio user, you can still get the resources through GitHub.

https://github.com/Skillsoft-Content/PMP5Day

To get all resources from GitHub click Code, Download Zip, once downloaded you can extract the resources.",Carl Mullin
1487,OSHA Guideline,Jeffrey Pace,'-,OSHA Guideline,Jeffrey Pace
1488,"What is OSHA and what is its purpose?
With the Occupational Safety and Health Act of 1970, Congress created the Occupational Safety and Health Administration (OSHA) to ensure safe and healthful working conditions for workers by setting and enforcing standards and by providing training, outreach, education and assistance.",Jeffrey Pace,'-,"What is OSHA and what is its purpose?
With the Occupational Safety and Health Act of 1970, Congress created the Occupational Safety and Health Administration (OSHA) to ensure safe and healthful working conditions for workers by setting and enforcing standards and by providing training, outreach, education and assistance.",Jeffrey Pace
1489,Will acceleration in AI development make the Project Management role obsolete? ,John Yoon,'-,Will acceleration in AI development make the Project Management role obsolete? ,John Yoon
1489,Will acceleration in AI development make the Project Management role obsolete? ,John Yoon,'-,"I doubt that AI will be in a position to completely replace personelle in many industries for quite some time. The acceptable performance level to make it an appropriate turnkey solution for businesses would be 99.8% uptime and accuracy, and we are no where close to this level of efficiency with AI at this moment in time, so an expert's eye is still required to validate the recommendations or information provided by an AI system to ensure accuracy and validity. Of course, no one knows what tomorrow brings so it's anybody's guess.",Eian Clair
1490,"Admin question - my name on Percipio is ""Daniel"" whereas Zoom has my name set to ""Dan"". Will this cause an issue with attendance?",Velez# Dan (US) - SAS,'-,"Just be sure when you fill in the attednance tracker you are documenting the join method. If you are joined through both Percipio and Zoom, add an entry for each and the name used in each.",Carl Mullin
1491,This phases are like the points where Quality assurance come in to check and approval to move forward,Jeffrey Pace,'-,This phases are like the points where Quality assurance come in to check and approval to move forward,Jeffrey Pace
1492,Wouldn't you have the sponsor and owner at testing of each phase gate?,Walter Saunders,'-,Wouldn't you have the sponsor and owner at testing of each phase gate?,Walter Saunders
1492,Wouldn't you have the sponsor and owner at testing of each phase gate?,Walter Saunders,'-,Depends on the project. You may have the owner attending the testing. The sponsor is more of a senior management role to help the PM get financing or help with getting resources. And so they are less likely to attend something like that.,Carl Mullin
1493,Will the chat and Q& A be accessible on the recording?,Jennifer McKeithan,'-,Will the chat and Q& A be accessible on the recording?,Jennifer McKeithan
1493,Will the chat and Q& A be accessible on the recording?,Jennifer McKeithan,'-,The chat is available through the recordings. We can make the Q&A available in GitHub.,Carl Mullin
1494,Can large home projects count as a project for PMP or just a work related projects given the swimming pool project example is used?,James Brown,'-,live answered,Orlando Sequera
1495,Would you have different gant charts for each phase?,Lisa Steuwer,'-,Would you have different gant charts for each phase?,Lisa Steuwer
1495,Would you have different gant charts for each phase?,Lisa Steuwer,'-,Typically you would include the phases in a single Gantt chart for your project,Carl Mullin
1496,Thank you!,Angie Staton,'-,Thank you!,Angie Staton
1497,Thanks @Eian Clair,David Blalock,'-,"You're welcome, David.",Eian Clair
1498,How do you quantify a size of a problem for escalation / governance?,Bharath Shankar Vaidhyanathan Ramanathan,'-,live answered,Orlando Sequera
1499,thanks,Walter Saunders,'-,thanks,Walter Saunders
1500,"Thanks, I have 4 phases in my project",Lisa Steuwer,'-,"Thanks, I have 4 phases in my project",Lisa Steuwer
1500,"Thanks, I have 4 phases in my project",Lisa Steuwer,'-,You're welcome,Carl Mullin
1501,Learner's Kit. So much chatter. Do we obtain it ASAP or after the bootcamp? I've sent an email to my O2O JBSA as well.,Terrie Lee,'-,Learner's Kit. So much chatter. Do we obtain it ASAP or after the bootcamp? I've sent an email to my O2O JBSA as well.,Terrie Lee
1501,Learner's Kit. So much chatter. Do we obtain it ASAP or after the bootcamp? I've sent an email to my O2O JBSA as well.,Terrie Lee,'-,"Did you receive the following document from your O2O advisor?

PMP Lessons Learned March 5-Day Boot Camp

This document states: Please do not inquire about the Learner Kit.  While the PMI instructor within the bootcamp will certainly show how having access to the Learner Kit is beneficial during the actual bootcamp itself, the O2O program is only able to purchase a Learner Kit on your behalf once you have met our program requirements for PMP exam fee funding.  Translation… when you are ready for the Onward to Opportunity Program to make payment for your exam, we will supply you with a voucher code to pay for your exam and a Learner Kit.  So, although this may seem backwards to you, these are our guidelines with respect to Learner Kit voucher distribution.  As a side, many of our learners have reported that having the Learner Kit did not make much of a difference when studying for the PMP exam.  Several of the resources that are in the Learner Kit are in the “Toolkit” section of your Journey.",Carl Mullin
1502,"Is it Ok to have the PM doing all the documentation?. In most cases where I work, is the PM who documents everything. Even the requirements, objectives, business analysis, etc.",Lucas.Wells@kyndryl.com,'-,"Is it Ok to have the PM doing all the documentation?. In most cases where I work, is the PM who documents everything. Even the requirements, objectives, business analysis, etc.",Lucas.Wells@kyndryl.com
